Horizon,MSE,RMSE,MAE,R2
LSTM_1-Day Ahead,201.44822646244398,14.19324580434102,10.21064004936472,0.9399775638310086
RNN_1-Day Ahead,169.45242276364826,13.017389245299853,9.378536436990132,0.9495108623807705
LSTM_5-Day Ahead,736.5652412461021,27.13973546750414,19.73764323049959,0.8135970666003399
RNN_5-Day Ahead,609.4685084923934,24.68741599463973,18.455988987682975,0.8457615002229798
LSTM_10-Day Ahead,1723.3163741088679,41.5128458926736,28.730796899282485,0.6710058551097
RNN_10-Day Ahead,1778.0616372814773,42.16706816084653,28.995240546578945,0.6605545698350617
